model,auroc_mean,auroc_std,pr_auc_mean,pr_auc_std,brier_mean,brier_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,majority_baseline_acc_mean,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,pooled_auroc,pooled_pr_auc,pooled_brier,pooled_accuracy,pooled_balanced_accuracy,pooled_precision,pooled_recall,pooled_f1,n_folds
full_logreg,0.7807140473483596,0.0599694514156235,0.21574322971189971,0.07382898982617585,0.18093084028862105,0.017583268434692316,0.7428111484168898,0.03357984082697462,0.7088315912788178,0.048052431886892615,0.9508849267218211,0.11884184193548215,0.035305399166084835,0.6710611381000237,0.07323389137733911,0.20003614362478783,0.05157965350336959,0.7789529095054706,0.20039751862231447,0.18072240491302594,0.7430119561063493,0.7053968143574876,0.11770885442721361,0.6637517630465444,0.1999575100913533,15
full_hgb,0.8067418107684196,0.049892140669878966,0.2914418246370455,0.08853650214805667,0.13224963545152538,0.01413707324379657,0.8383274029332377,0.025397760713893817,0.7289075175560138,0.04240846990781963,0.9508849267218211,0.17084984383803964,0.043607857806483005,0.6072580886832165,0.07895382802260843,0.26332625030372764,0.05549986168849024,0.8014667531746166,0.26953281584509375,0.13161337335591747,0.8393705301086423,0.7242979517962345,0.16987797045600514,0.5968970380818054,0.2644834697831386,15
baseline_ecs,0.6219631928716157,0.054433061807168746,0.10835623973323762,0.030511391131147994,0.23772532889359338,0.004352367104421148,0.5770094310559639,0.017200714430780566,0.5695657805511611,0.03381477788125865,0.9508849267218211,0.06391312558423377,0.021415362529658304,0.5608685724634169,0.06744189865208394,0.11358725702389295,0.03464894093827547,0.6147736154474829,0.09805154703374636,0.23769113451303134,0.5770322651089153,0.5670481379196141,0.06279669927039858,0.5559943582510578,0.11284781861903126,15
baseline_ecscopy,0.6228546518464654,0.053218795747693635,0.11129250744164018,0.029232972136618164,0.23773231595825495,0.004077294970980502,0.5772186543662869,0.017967711913343735,0.5832590470545481,0.0428743310464757,0.9508849267218211,0.06626087680267809,0.021411056646077543,0.5893675690057172,0.08608863506183272,0.11793015772550691,0.034620520731541,0.6163752788664603,0.10080848248513591,0.23761588533465286,0.5775236119451875,0.5788193364081242,0.06525394156647527,0.5802538787023978,0.11731493099121706,15
baseline_pks,0.6524196588346124,0.03771448578649987,0.0813213045363053,0.025650568819598492,0.23546808574132366,0.005219320627989464,0.6498391954871725,0.02529994264896752,0.6057062024714045,0.03375422344627671,0.9508849267218211,0.07606680625999979,0.023802183473891517,0.556559897294617,0.06758729914341116,0.13245728671733312,0.03706969486237317,0.6506065377749999,0.07781219926401864,0.23521732716666577,0.6508707757820604,0.6030331956152826,0.07518796992481203,0.5500705218617772,0.1322930800542741,15
