group,layer,ecs_auroc,ecs_copy_auroc,pks_auroc,n_group,n_faithful_cmp
procedure,14,0.47218879420437265,0.4695399139977179,0.5758702578156043,139,40628
procedure,15,0.47880807296665373,0.48338902964465097,0.6364460169582165,139,40628
procedure,16,0.4739924905600773,0.46128427572011504,0.5915946970689668,139,40628
procedure,17,0.48693621650872665,0.4799163917856558,0.5581583172961483,139,40628
procedure,18,0.48051765341689434,0.45352728351925137,0.5914296622168643,139,40628
procedure,19,0.4926603759819751,0.4971770540641426,0.5201997700844936,139,40628
procedure,20,0.4739409614378007,0.47890971460303455,0.5176711244964843,139,40628
procedure,21,0.4820822971434805,0.4822706174924194,0.5974978804000218,139,40628
procedure,22,0.4746780403775827,0.47605277007103586,0.4381018371283086,139,40628
procedure,23,0.46860690044006936,0.48505345570939135,0.5336291270222967,139,40628
procedure,24,0.47382710155593155,0.4798333431315399,0.4851539463516319,139,40628
procedure,25,0.48331288695537616,0.47011434861168855,0.46983049574911306,139,40628
procedure,26,0.4868126174456713,0.490745830036768,0.47884136325870874,139,40628
procedure,27,0.47580406679874176,0.46950104581098334,0.4610958668331654,139,40628
procedure,28,0.4758064573250329,0.4727139131463363,0.4479433682550858,139,40628
procedure,29,0.48795741392511666,0.46868605342171077,0.43561799177375626,139,40628
procedure,30,0.47606755591883687,0.4667968293475882,0.5001912421032949,139,40628
procedure,31,0.49013261577407363,0.485151024597276,0.5046009662684345,139,40628
word,0,0.6115653227380966,,0.5095956199531758,1475,40628
word,1,0.6469804576621617,,0.5169144682718606,1475,40628
word,2,0.6338085782035601,,0.4259266215334503,1475,40628
word,3,0.6181781121143805,0.6115617683721504,0.3983647914187928,1475,40628
word,4,0.6474153668756456,0.630603257668169,0.40905051705177864,1475,40628
word,5,0.6557244315100381,0.6318481951997704,0.4291975142800406,1475,40628
word,6,0.6543932380273769,0.6703594665447391,0.5046286605380276,1475,40628
word,7,0.6676609852435409,0.6671118607356035,0.5409625990591777,1475,40628
word,8,0.6612944733781329,0.6644015899529923,0.5831191980816436,1475,40628
word,9,0.6725883543619413,0.6706911990227996,0.6335214922329595,1475,40628
word,10,0.6680175982832246,0.6696718719493777,0.667756602693642,1475,40628
word,11,0.6693943060058771,0.678651560333276,0.6238545179662351,1475,40628
word,12,0.6588579221477048,0.6614386254449216,0.6430466840101926,1475,40628
word,13,0.6637156891047837,0.6717318439483164,0.6344427822174905,1475,40628
word,14,0.6560345123927224,0.6561243060225643,0.6535807233218135,1475,40628
